,gender,age,emotion,base,rewriting,semantic,empathy
1477,女性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,谢谢分享，很抱歉你正在经历这个。我只想再问一些问题，以便更好地了解您现在的感受。,4,2
1478,男性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,谢谢，我想知道你现在感觉如何。您认为该协议有任何积极或消极影响吗？,18,2
1479,女性,18-39,悲伤,您觉得您在试图控制某人吗？,您现在是否因试图控制您无法控制的某人或某事而感到沮丧？,8,1
1480,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这种感觉的原因是发生在你年轻的时候还是最近？,1,1
1481,女性,40-69,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,我明白了，谢谢你告诉我。请问，这件事引起你的愤怒是遥远的还是最近的？,1,2
1482,男性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,谢谢你告诉我。你介意我问你一些关于这些感受的问题吗？,4,1
1483,男性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,有时，只要我们能够倾听，其他人也许能够帮助我们弄清楚情况并变得更强大。你认为自己是一个好的倾听者吗？,10,2
1484,女性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,众所周知，协议 11 会对某些人产生负面影响，如果您最近尝试过，我想知道它是否会导致您目前的情绪。您是否熟悉协议 11，如果熟悉，您是否认为它可能导致您的焦虑？,3,2
1485,女性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我想知道，您是否认为尝试使用协议 6 来重温事件，如果您这样做了，可能会导致这种感觉吗？,2,2
1486,女性,18-39,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,情绪往往难以识别，我认为你做得很好。重要的是我们了解我们的情绪是从哪里形成的，所以我想问你最近是否有过以下感受：,5,2
1487,女性,40-69,悲伤,您是否对某人有强烈的感受或表达以下任何情绪：,您是否有强烈的冲动向他人表达以下情绪或自己强烈感受到这些情绪：,5,1
1488,男性,40-69,焦虑,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,谢谢，我现在想关注的是你对这种焦虑的感受。有没有觉得你之所以有这种感觉是因为别人的所作所为？,7,2
1489,男性,40-69,悲伤,您认为您应该成为别人的救星吗？,你认为别人的问题应该是你要解决的问题吗？,6,0
1490,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你有没有站在对方的角度，站在对方的角度看这个情况？,10,1
1491,女性,40-69,悲伤,这是由最近或遥远的事件（或多个事件）引起的吗？,这个事件是最近发生的还是前一段时间发生的？,1,0
1492,女性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,当出现问题时，您是否觉得自己总是要承担所有后果？,9,0
1493,男性,18-39,悲伤,您是否对某人有强烈的感受或表达以下任何情绪：,我想知道您是否对某人有过以下任何情绪：,5,0
1494,男性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,完成协议后，您现在感觉如何？,18,0
1495,女性,40-69,愤怒,这是由特别事件引起的吗？,你心烦意乱的原因是特定的事件（或事件）吗？,0,0
1496,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否与某些人、家人或朋友有重大的个人问题？,11,0
1497,男性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,您是否倾向于向内看并为出现的每个问题责备自己？,9,0
1498,男性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,请试试这个协议。完成后，按“继续”。,17,0
1499,男性,18-39,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否感到与周围的人隔绝，或者您的安全处于某种危险之中？,11,1
1500,女性,18-39,焦虑,这是由特别事件引起的吗？,我听到了你的感受。为了支持你，你能告诉我是否有一个特定的事件引起了你的感受？,0,1
1501,女性,40-69,愤怒,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,你有没有试过在你的脑海中重新体验这个事件，但发现它太难了？,3,1
1502,女性,18-39,所有情绪,感谢您的参与。再见,感谢您的合作和参与本次会议。期待很快见到你。,15,1
1503,男性,18-39,焦虑,这是由特别事件引起的吗？,听到这真的很难过，但有这种感觉也没关系。是否有什么特定的东西导致了这种感觉？,0,2
1504,男性,18-39,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我能理解你的心情。您是否尝试过协议 6 并发现自己因为过去的事件而感到无法轻松控制的情绪？,2,1
1505,男性,40-69,焦虑,您觉得您在试图控制某人吗？,你有没有可能强迫别人，也许是你关心的人，按照你想要的方式行事？,8,1
1506,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,当你准备好时，请开始这个协议。完成后，按“继续”。,17,0
1507,女性,40-69,悲伤,您觉得您在试图控制某人吗？,负面情绪会导致我们想要控制别人。你是否觉得自己是在试图控制或支配他人？,8,1
1508,男性,40-69,焦虑,您觉得您在试图控制某人吗？,当有人做了你希望他们不会做的事情时，你真的很生气吗？,8,0
1509,女性,40-69,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,现在有什么特别不舒服的地方吗，你的生活中是否有重大问题？,11,0
1510,男性,18-39,悲伤,谢谢。现在我会问一些问题以了解您的情况。,感谢您如此乐于助人和耐心。如果您不介意，我还有几个问题可以帮助我进一步了解情况。,4,2
1511,男性,40-69,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,我知道这很难，所以感谢您与我分享。如果您尝试过协议 11，是否会重新点燃您的这种不好的感觉？,3,2
1512,男性,40-69,焦虑,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你会说你的感受是因为别人吗？,7,1
1513,男性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,谢谢分享，我知道有时会很困难。我们可以多谈谈您目前的个人情况吗？,4,2
1514,男性,18-39,悲伤,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,谢谢，我明白了。你会说这种负面情绪是由最近对协议 6 的尝试引发的吗？,2,1
1515,男性,40-69,悲伤,您觉得您在试图控制某人吗？,您是否认为自己可能会过度参与，试图控制不该控制的人？,8,1
1516,男性,18-39,悲伤,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,你是否尝试过协议 6，如果是的话，回顾这个​​创伤性事件是否会重新打开导致情绪爆发的旧伤口？,2,1
1517,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,您是否考虑过其他人在您之前与他们的对话中会如何看待事物？,10,0
1518,女性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你通常能把自己放在别人的位置上吗？,10,0
1519,女性,40-69,悲伤,您是否对某人有强烈的感受或表达以下任何情绪：,您是否对他人有或表达过以下任何强烈情绪：,5,0
1520,男性,40-69,愤怒,您认为您应该成为别人的救星吗？,谢谢你，你做得很好。如果我问你，你发现自己在努力拯救你周围的人吗？,6,2
1521,男性,18-39,悲伤,这是由最近或遥远的事件（或多个事件）引起的吗？,引起你悲伤的事件是最近发生的还是遥远的？,1,1
1522,女性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,我很高兴你感觉好多了，我觉得这很棒！您想尝试其他协议吗？,19,2
1523,男性,18-39,愤怒,这是由特别事件引起的吗？,我很遗憾听到它，这是我们所有人有时都会经历的事情。你能告诉我这些感觉是否来自特定的事件？,0,2
1524,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,很抱歉对于这个误会。你会说你此刻的感受是什么？,14,2
1525,男性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,过去，在与他人交谈时，您是否站在他们的立场上？,10,0
1526,女性,40-69,焦虑,这是由特别事件引起的吗？,那可能很粗糙。你认为它可能与发生的事情有关吗？,0,2
1527,女性,40-69,悲伤,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,如果您最近尝试了协议 6 并发现由于旧事件而重新点燃无法控制的情绪，您能否告诉我？,2,1
1528,女性,18-39,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,请问您目前在生活中是否遇到了特别的困难或困难，可能会导致您过度担心或痛苦？,11,2
1529,男性,18-39,焦虑,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,在这种情况下，是否更像是一种被其他人做错的感觉，导致了这些消极的想法？,7,1
1530,男性,18-39,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你是否因为感到恼火而责怪某人？,7,0
1531,男性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,真是太好听了。您想继续并选择另一个协议吗？,19,1
1532,男性,18-39,焦虑,您觉得您在试图控制某人吗？,你觉得对别人有任何责任吗？你会说你试图过多地影响他们的生活吗？,8,1
1533,男性,40-69,焦虑,当出现问题时，您是否总是责怪和指责自己？,当您认为事情不顺利时，您是否觉得自己可能总是在无意中伤害自己？,9,1
1534,女性,18-39,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,我明白了，那么受害的感觉呢，这些有时会让我们对这个世界感到愤怒。你觉得别人在伤害你或利用你吗？,7,2
1535,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,请在准备好后尽快尝试通过协议。完成后，只需按“继续”。,17,1
1536,女性,18-39,所有情绪,感谢您的参与。再见,感谢您在本次会议中信任我。每当您想多说话时，请再和我沟通。,15,1
1537,男性,18-39,焦虑,当出现问题时，您是否总是责怪和指责自己？,也许你对自己太苛刻了。当出现问题时，您是否总是发现自己有错？,9,1
1538,男性,40-69,所有情绪,您想尝试另一种协议吗？ （病人感觉更糟）,很遗憾，一个不适合你，但我们会找到一个有效的协议。还有其他可能更适合您的协议，您想尝试一个吗？,19,2
