,gender,age,emotion,base,rewriting,transformation
2703,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,您可以选择多种选择，因此我有不止一个建议。也许您可以选择一种您现在喜欢使用的协议。,HIGH
2704,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我有几个选项给你。请告诉我您认为哪种协议最适合您。,HIGH
2705,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,所以我有一些协议建议我认为对你很有效；这里有一些建议，所以看看吧。您认为哪种协议适合您？,HIGH
2706,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我认为以下协议对您有益。您可以选择您认为此时最适合您的那个。,HIGH
2707,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,根据你告诉我的，这里有一些我们可以尝试的协议。请选择您现在想经历的任何事情。,HIGH
2708,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,以下是您今天可以尝试的一些协议建议。我希望您选择您想尝试的协议。,HIGH
2709,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我有一些建议给你。请查看并选择您想尝试的任何协议。,HIGH
2710,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我肯定会推荐各种协议。请选择您认为最适合您的那一项。,HIGH
2711,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我想过什么最适合你。如果您查看选项并告诉我您想尝试哪种协议，那就太好了。,HIGH
2712,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,这些是我的建议。请告诉我您想尝试哪种协议。,HIGH
2713,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,这是我想推荐的一些协议。随意选择您想尝试的协议。,HIGH
2714,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我可以推荐一些可能有帮助的协议。随意从这些协议中选择您喜欢的协议。,HIGH
2715,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我对一些协议有一些想法，我认为它们会真正使您受益。你想尝试哪一个？,HIGH
2716,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,这里有一些我认为可能对您有所帮助的协议建议。选择您认为最好的协议,HIGH
2717,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我想如果我们能找到这些感觉的根源，我们会让你感觉好很多。您认为您想尝试以下任何协议吗？看一看，让我知道您是否想尝试一些东西。,HIGH
2718,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我有一些您可以尝试的协议的建议。请选择一项立即查看：,HIGH
2719,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我相信这些协议可能对您有益。看一看它们，然后告诉我您想尝试哪一个。,HIGH
2720,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,根据你告诉我的，我选择了一些可能对你有帮助的协议。您现在想尝试一个协议吗？如果是，请选择它。,HIGH
2721,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,以下是我对哪些协议最适合您的想法。请选择您想尝试的协议：,HIGH
2722,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我有一些协议可以帮助你。您想选择一款来尝试吗？,HIGH
2723,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我这里有一些协议希望您查看，我认为它们可能对您有所帮助。您能否通读一遍并告诉我您认为哪一种对您最有益，并且您想尝试一下。,HIGH
2724,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我们可以尝试多种协议。您想探索以下哪些内容？,HIGH
2725,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我有一些建议。如果可以，请告诉我您认为哪种协议今天最适合您？,HIGH
2726,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,所以这就是我的建议，我很想知道您想选择哪种协议。,HIGH
2727,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,好的，这是我的建议。您可以选择您认为现在最适合您的协议。,HIGH
2728,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,如果你愿意，我有一些我认为可以帮助你的建议。在以下协议中，您现在想尝试其中一种吗？如果是，请选择它。,HIGH
2729,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我有一些我认为可能在这里工作的建议。请继续看一看，您可以选择您觉得最舒服的协议。,HIGH
2730,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,这是我的建议。你想尝试其中任何一个吗？,HIGH
2731,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我们可以尝试多种协议，我想找到最适合您的协议。让我知道您更愿意尝试哪种协议。,HIGH
2732,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,根据您与我分享的内容，我想推荐这些协议。请花一些时间考虑它们并选择一个。,HIGH
2733,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,请在下面找到我的建议。您可以选择您喜欢的协议，它将显示给您，以便您可以尝试。,HIGH
2734,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,考虑到您的情况，我想为您推荐这些协议。请让我知道您希望从哪个协议开始。,HIGH
2735,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我有一些想法可能会有所帮助。您可以选择要跟随哪个。,HIGH
2736,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,如果您觉得合适，我想推荐以下协议。您可以选择您喜欢的一种来查看其内容。,HIGH
2737,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我认为这些协议之一可能会对您有所帮助。您想尝试哪种协议？,HIGH
2738,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,花点时间通读一遍以理解，如果可以，请尝试通读整件事。完成后只需点击“继续”按钮。,HIGH
2739,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,我建议你现在就尝试这个协议，这可能很困难，但只要尽力而为，就会好的。完成协议后，按“继续”按钮，然后我们可以讨论一下，如果您愿意的话。,HIGH
2740,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,感谢您的选择，您现在应该可以看到协议了；请看看你是如何处理它的。完成后，您可以按“继续”。,HIGH
2741,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,谢谢你。现在我希望您通读并遵循协议，完成后按“继续”。,HIGH
2742,男性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,感谢您选择此协议。您现在愿意尝试此协议吗？完成后，请您按“继续”按钮。,HIGH
2743,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,谢谢，现在您可以尝试通过您选择的协议。当您完成后，如果您能回到我身边并按“继续”，我将不胜感激。,HIGH
2744,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,我认为这对你有好处，我是来帮忙的。请尝试现在完成此操作，完成后，按“继续”。,HIGH
2745,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,当您准备好时，我希望您阅读并尝试该协议。一旦您对此感到满意，请随时选择“继续”。,HIGH
2746,男性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,现在尝试通过此协议可能对您有所帮助，如果可以请尝试一下。完成后，您只需按“继续”即可。,HIGH
2747,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,太好了，你为什么不现在就来看看这个协议。完成后，请按“继续”。,HIGH
2748,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,我了解此协议可能具有挑战性，但请您尝试完成它。如果您设法完成它，请按“继续”，然后我会问您几个后续问题。,HIGH
2749,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,太好了，现在我希望您尝试完成此协议。慢慢来，当你走到最后只需按“继续”。,HIGH
2750,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,太好了，你现在可以试一试吗？您只需要记住在完成后按“继续”。,HIGH
2751,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,当你准备好时，请开始这个协议。完成后，按“继续”。,HIGH
2752,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,既然您已经做出选择，请遵循协议，我希望您会喜欢它。完成后，您将需要按“继续”按钮。,HIGH
2753,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,那太棒了。你能不能现在就遵循这个协议，完成后点击“继续”。,HIGH
2754,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,谢谢你。现在就开始研究这个协议，我们会看看它是否有帮助。完成后按“继续”，我们将再谈一些。,HIGH
2755,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,请立即尝试该协议。如果您愿意继续我们的谈话，请按“继续”。,HIGH
2756,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,好的，让我们试试这个。完成后，请按“继续”。,HIGH
2757,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,请仔细阅读协议，慢慢来。完成后，按“继续”。,HIGH
2758,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,好的，您现在可以继续尝试。完成后，您可以按“继续”。,HIGH
2759,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,尽最大努力执行此协议，慢慢来。完成后，按“继续”。,HIGH
2760,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,真棒！现在请您尝试完成此协议并在完成后按“继续”。,HIGH
2761,男性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,请现在就试一试。完成后，只需点击“继续”即可。,HIGH
2762,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,您现在可以试试这个协议，当您准备好继续时，您可以选择“继续”。,HIGH
2763,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,我认为你选择了一个很好的，请尽力而为。完成后只需点击“继续”，我们就可以从上次停下的地方继续。,HIGH
2764,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,请尝试在您自己的时间完成协议。完成后，请返回并点击“继续”，以便我们评估进展情况。,HIGH
